id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts41948,Hip Hop Evolution,SHOW,"Hip-Hop today is a global culture that has changed music, dance, fashion, language —and even politics. But where did this worldwide cultural movement begin? We trace hip-hop back to its humble beginnings, when the kids of the Bronx crammed into house parties, rec rooms, and public parks to hear music like they’d never heard it before.",2016,TV-MA,48,"['documentation', 'music']",['CA'],4.0,tt6319696,8.4,5772.0,5.002,7.8
ts38809,The Get Down,SHOW,"In 1977 New York City, the talented and soulful youth of the South Bronx chase dreams and breakneck beats to transform music history.",2016,TV-MA,62,"['drama', 'music']",['US'],2.0,tt4592410,8.2,22304.0,8.755,7.4
ts79799,Dragons: Race to the Edge,SHOW,"Unlock the secrets of the Dragon Eye and come face to face with more dragons than anyone has ever imagined as Hiccup, Toothless and the Dragon Riders soar to the edge of adventure.",2015,TV-Y7,22,"['animation', 'action', 'scifi', 'family', 'comedy', 'drama', 'fantasy']",['US'],6.0,tt4816058,8.2,6161.0,58.201,8.2
ts38568,Flaked,SHOW,"In his funky California beach enclave, Chip's the go-to guy for personal insights. But he isn't quite as enlightened when it comes to his own baggage.",2016,TV-MA,32,"['drama', 'romance', 'comedy']",['US'],2.0,tt4973548,7.2,11264.0,13.564,6.9
ts37944,A Very Secret Service,SHOW,"At the height of the Cold War in 1960, André Merlaux joins the French Secret Service and contends with enemies both foreign and bureaucratic.",2015,TV-MA,27,"['comedy', 'european']",['FR'],2.0,tt4367560,7.7,3461.0,9.908,7.6
ts42137,Voltron: Legendary Defender,SHOW,Five unlikely teenage heroes and their flying robot lions unite to form the megapowerful Voltron and defend the universe from evil.,2016,TV-Y7,24,"['action', 'scifi', 'animation', 'comedy', 'drama', 'family', 'fantasy']",['US'],8.0,tt5580664,8.1,8706.0,38.016,7.4
ts35987,Transformers: Robots In Disguise,SHOW,"Years after the events of Predacons Rising, Bumblebee is summoned back to Earth to battle several of Cybertron's most wanted Decepticons that escaped from a crashed prison ship and assembles a team of young Autobots that includes Sideswipe (a rebel ""bad boy bot""), Strongarm (an Elite Guard cadet), Grimlock (a bombastic Dinobot), and Fixit (a hyperactive Mini-Con with faulty wiring).",2015,TV-Y7,21,"['scifi', 'animation', 'action', 'comedy']",['US'],5.0,tt3604232,6.0,1048.0,20.971,7.7
ts53155,Crazyhead,SHOW,Amy and Raquel attempt to navigate their way through the choppy waters of their early twenties whilst simultaneously kicking the ass of some seriously gnarly demons. What could possibly go wrong?,2016,,43,"['comedy', 'horror', 'scifi', 'european']",['GB'],1.0,tt6038584,7.2,4985.0,5.479,6.7
ts38770,Lady Dynamite,SHOW,"A single-camera half-hour comedy based on what Maria Bamford has accepted to be ""her life."" It's the sometimes surreal story of a woman who loses — and then finds — her s**t.",2016,TV-MA,30,"['comedy', 'drama']",['US'],2.0,tt4789300,7.3,3655.0,6.874,7.4
ts42038,No Tomorrow,SHOW,"When a risk-averse, straight-arrowed, female procurement manager at an Amazon-like distribution center falls in love with a free-spirited man who lives life to the fullest because he believes the apocalypse is imminent, they embark on a quest together to fulfill their individual bucket lists, with comedic and poignant results.",2016,TV-14,47,"['comedy', 'drama', 'romance', 'thriller']",['US'],1.0,tt1527428,7.3,5101.0,7.804,6.2
ts42119,Greenleaf,SHOW,"The unscrupulous world of the Greenleaf family and their sprawling Memphis megachurch, where scandalous secrets and lies are as numerous as the faithful. Born of the church, the Greenleaf family love and care for each other, but beneath the surface lies a den of iniquity—greed, adultery, sibling rivalry and conflicting values—that threatens to tear apart the very core of their faith that holds them together.",2016,TV-MA,42,['drama'],['US'],5.0,tt4971144,7.3,5158.0,16.824,7.4
ts76079,Grizzy & the Lemmings,SHOW,"The forest ranger's house is the only area of human civilization in the middle of untamed wilderness in a vast natural reserve in Canada. When the ranger is away, a bear named Grizzy feels that the ranger's house is his territory, given that bears sit at the top of the food chain. After making his way inside the home, Grizzy takes advantage of all the modern conveniences there, including a comfortable sofa, air conditioning and fully equipped kitchen. He's not alone, though, because a group of small creatures called lemmings also populate the ranger's house when he is away. Because Grizzy and the lemmings are not civilized enough to live together in peace, it becomes an atmosphere of madness when the two sides try to outdo each other with tricks.",2016,TV-Y7,7,"['comedy', 'animation', 'family', 'european']",['FR'],3.0,tt6717058,7.1,579.0,68.219,8.3
ts41995,Zumbo's Just Desserts,SHOW,Australia’s very own Willy Wonka Adriano Zumbo and acclaimed British chef Rachel Khoo go in search of Australia’s sweetest home cooks. Amateur dessert makers from around the country will put their sweet baking skills to the test until the ultimate dessert king or queen is crowned.,2016,TV-14,52,['reality'],['AU'],2.0,tt7239256,6.9,2125.0,6.212,6.1
ts76956,The Letdown,SHOW,"Audrey is determined not to be defined by motherhood. In theory, this seems fairly easy. In practice, her career-focused husband, self-obsessed mother & fancy-free best friend, make it damn near impossible.",2016,,30,['comedy'],['AU'],2.0,tt7320300,7.5,3253.0,3.728,8.0
ts54028,Case,SHOW,A dramatic thriller about a broken lawyer who seeks redemption through his investigation into the suspicious suicide of a teenage ballet prodigy.,2015,,46,"['crime', 'drama', 'thriller']",['IS'],1.0,tt7875988,7.0,2688.0,2.178,7.3
ts78325,Sinatra: All or Nothing at All,SHOW,"An up-close and personal examination of the life, music and career of the legendary entertainer. Told in his own words from hours of archived interviews, along with commentary from those closest to him, the documentary weaves the music and images from Sinatra’s life together with rarely seen footage of his famous 1971 “Retirement Concert” in Los Angeles. The film’s narrative is shaped by Sinatra’s song choices for that concert, which Gibney interprets as the singer’s personal guide through his own life.",2015,TV-14,122,"['documentation', 'music']",['US'],1.0,tt3838978,8.0,2354.0,5.024,7.3
ts11670,The Adventures of Puss in Boots,SHOW,"The world's greatest feline fighter, lover and milk connoisseur is back in this original series filled with daring adventures, great boots, and laugh-out-loud fun! The entire family will be entranced by Puss' fantastical CG world filled with new characters, exotic locations and mystical tales that make up the stuff of legends. There's nothing that can get in this celebrated swashbuckling kitty's way...except maybe a hairball.",2015,TV-Y7,23,"['family', 'animation', 'comedy', 'fantasy', 'western', 'action']",['US'],6.0,tt3807034,6.6,1696.0,14.724,6.9
ts42090,Last Chance U,SHOW,"In a docuseries set at one of NCAA football's most fertile recruiting grounds, guys with red flags seek to prove their worth on the field and in class.",2016,TV-MA,55,"['documentation', 'sport']",['US'],5.0,tt5863126,8.4,6789.0,16.641,7.3
ts86021,Molang,SHOW,"Molang is an affectionate and humorous perspective on the relationship between an eccentric, joyful and enthusiastic rabbit, and a shy, discreet and emotional little chick. Despite their many differences, these two enjoy a unique friendship. They have great times together ranging from the mundane to the extraordinary. Whether they're flying to the moon or merely watering the vegetable patch, Molang and Piu Piu experience unexpected, even unsettling situations. Tricky incidents and misunderstandings are soon transformed into opportunities for fun moments and humor, which Molang's friends are happy to come and share in.",2015,TV-G,3,"['animation', 'comedy', 'family', 'european']",['FR'],3.0,tt6046238,8.4,346.0,8.324,8.0
ts42257,Signal,SHOW, Detectives from the present and a detective from the past communicate via walkie-talkie to solve a long-time unsolved case.,2016,TV-MA,71,"['crime', 'scifi', 'thriller', 'drama', 'fantasy']",['KR'],2.0,tt5332206,8.6,6338.0,8.776,8.1
ts35406,Between,SHOW,Between is the story of a town under siege from a mysterious disease that has wiped out everybody except those 21 years old and under. The series explores the power vacuum that results when a government has quarantined a 10-mile diameter area and left the inhabitants to fend for themselves.,2015,TV-14,25,"['scifi', 'drama', 'thriller']",['CA'],2.0,tt4531748,6.0,9059.0,26.43,5.7
ts128895,Midnight Diner: Tokyo Stories,SHOW,An anthology of human relationship stories connected by the only open in the wee hours diner the characters frequent. Resolutions are often facilitated by the owner/chef.,2016,TV-14,28,['drama'],['JP'],2.0,tt6150576,8.4,4109.0,8.013,7.6
ts37660,Reply 1988,SHOW,A nostalgic trip back to the late 1980s through the lives of five families and their five teenage kids living in a small neighborhood in Seoul.,2015,TV-14,95,"['comedy', 'drama', 'family', 'romance']",['KR'],1.0,tt5182866,9.2,6557.0,15.317,8.7
ts119087,Sunny Bunnies,SHOW,"Furry little bunnies hop through wild adventures as they find solutions, fun and sometimes mischief wherever there is light.",2015,TV-Y,3,"['animation', 'family']",['BY'],4.0,tt7264084,6.6,95.0,2.575,
ts41258,Cinderella and Four Knights,SHOW,"Eun Ha-Won is a college student. She is a bright girl who wants to be a veterinarian, but at home she is lonely. She is isolated from her family members. Eun Ha-Won lives with father, step-mother and step-sister after her mother died in a car accident. One day, she helps a mysterious old man. The old man suggests to her to live in a mansion and pursue her dream of becoming a veterinarian. Since than, she moves into the mansion and lives with three cousins Kang Ji-Woon, Kang Hyun-Min, Kang Seo-Woo and their bodyguard Lee Yoon-Sung.",2016,TV-PG,61,"['comedy', 'drama', 'romance']",['KR'],1.0,tt5764414,7.5,3663.0,23.344,7.2
ts81483,Simon,SHOW,"Simon is an adorable little rabbit who exudes all the vitality of childhood. He's at an age when little rabbits (and indeed little children!) are starting to come into their own - challenging relationships with parents, embarking upon school life, learning about the world in general, dealing with authority and of course, language.",2016,TV-Y,5,"['animation', 'comedy', 'family']",['FR'],2.0,tt7699866,7.0,127.0,2.878,9.5
ts37896,Conspiracy,SHOW,"Skeptics and others discuss widely held conspiracy theories involving aliens, government cover-ups, secret assassinations and other intrigues.",2015,TV-14,43,"['documentation', 'history', 'european']",['GB'],1.0,tt4761054,6.2,367.0,2.731,5.8
ts52943,The Sound of Your Heart,SHOW,"Comedy following Cho Seok's ridiculous but hilarious adventures with his girlfriend-turned-wife Ae Bong, their dogs, older brother Jo Joon, and parents. Based on the popular webtoon series of the same name.",2016,,24,"['drama', 'comedy']",['KR'],2.0,tt4613520,8.2,1075.0,6.178,8.3
ts21979,Spotless,SHOW,"In London, the life of Jean, a troubled crime scene cleaner, is turned upside down when his outlaw brother Martin crash lands into his world, entangling them in the deadly dynamics of organized crime.",2015,TV-MA,58,"['drama', 'comedy', 'crime', 'european']",['FR'],1.0,tt10800582,7.7,3635.0,9.159,7.0
ts36547,Club de Cuervos,SHOW,"When the patriarch of a prominent family dies, his heirs battle to determine who will gain control of his beloved soccer team: The Cuervos of Nuevo Toledo.",2015,TV-MA,44,"['comedy', 'drama']",['MX'],4.0,tt4680240,8.2,5514.0,31.739,8.4
ts84398,Little Things,SHOW,"A cohabiting couple in their 20s navigate the ups and downs of work, modern-day relationships and finding themselves in contemporary Bengaluru.",2016,TV-MA,25,"['comedy', 'drama', 'romance']",['IN'],4.0,tt6522580,8.2,6461.0,8.807,7.8
ts77654,Care Bears and Cousins,SHOW,Care Bears and Cousins,2015,TV-Y,23,['animation'],['US'],2.0,tt4680360,6.8,82.0,4.256,9.3
ts39014,Kuromukuro,SHOW,"When mecha attack a research center, its students, pilots, and researchers must fight back with the help of mysterious artifacts and a young samurai.",2016,TV-14,24,"['comedy', 'drama', 'action', 'scifi', 'animation']",['JP'],2.0,tt5895314,7.2,1265.0,5.73,6.6
ts38764,Marseille,SHOW,The longtime mayor of Marseille is preparing to hand over the reins to his protégé when a sudden and ruthless battle erupts for control of the city.,2016,TV-MA,46,"['drama', 'european']",['FR'],2.0,tt4003966,6.9,5083.0,7.729,6.6
ts54110,Puffin Rock,SHOW,"Life is sweet on beautiful Puffin Rock, where puffling Oona, her baby brother Baba and their pals learn about nature, friendship and family. Follow the pufflings on their adventures as they explore the wild island!",2015,TV-Y,11,"['animation', 'family', 'comedy', 'european']",['IE'],2.0,tt3590338,8.7,891.0,5.367,7.6
ts54156,Chef's Table: France,SHOW,Sample the bold new flavors of France with chefs who are pushing the boundaries of fine dining and reinventing a rich culinary tradition.,2016,TV-14,60,['documentation'],['US'],1.0,tt6088326,8.2,1723.0,2.151,8.5
ts38230,The Method,SHOW,"The main character is an extraordinary and mysterious person, at the  same time, he (Rodion Meglin) is an outstanding inspector. Rodion is  used to work alone in order to keep the secrecy of his unusual method.  Young graduate Esenya Steklova is eager to get the internship with the  glorious investigator but she could hardly expect the challenges she  would face while working with Rodion. Together they investigate the  cruelest crimes that took place in the history of Russian criminality.",2015,TV-MA,51,"['drama', 'thriller', 'crime']",['RU'],2.0,tt5135336,7.4,2784.0,6.495,7.8
